hash,lines,files,num_test_files,commit_size
531f862f9724e4a2864db9201ff7016101bc18a0,29,2,0,31
b74b9f8cbbce047e2ac403489d22fe209503ef30,153,9,0,162
d401dea5e2b3dff25ff2da6db9aadc618547c081,1,1,0,2
8181da583e400830435b5e8636ac6751a5ceda47,318,16,0,334
4c36d17df6285230d276cc701081540f13e275ab,110,5,0,115
d13685f2530043c3d04aad42dbfb1b21f53f2741,29,1,0,30
a242623ccb5643c652de4be84b1254856a1ece2d,67,4,0,71
8df8b5979ab6ee1b34b6beee0b57369b6c801e59,22,4,1,26
f93a260bedb7801007531d10e936ac8137f5b320,10,4,1,14
58d92d75e779addcab02b25603579849a66e019c,8,1,0,9
